,VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,Link,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
626,Verified,Virginia Health Insurance Counselling and Assistance Program (VICAP) -- Manassas City Department of Family Services,Family,,,(703) 361-8277,"9324 West Street, Manassas, VA 20110",https://www.pwcva.gov/department/area-agency-aging/medicaid,"The Prince William Area Agency on Aging offers assistance to Medicare beneficiaries of any age and their caregivers who need help understanding Medicare and working through other health insurance issues through the Virginia Health Insurance Counseling and Assistance Program (VICAP). In addition, the Prince William Area Agency on Aging can provide a speaker on Medicare topics to local groups and organizations at no charge.

Contact the Prince William Area Agency on Aging if you or a loved one needs assistance with any of the following:

Discovering eligibility requirements based on personal factors such as age, income, and disability status
Applying for health and drug plans and finding information
Understanding health insurance benefits and coverage based on individual plans
Resolving problems with Medicare
Comparing Medicare (Medigap) supplemental plans and Medicare Advantage Plans and applying for assistance to pay for these plans
Exploring prescription medication coverage through Medicare Part D plans
Reporting Medicare fraud and abuse
Exploring long-term care options
Assistance can be provided in person, by telephone or e-mail. For additional information or assistance with any of the resources on this page contact the Prince William Area Agency on Aging’s VICAP Coordinator at 703-792-4156.

LEARN MORE ABOUT MEDICARE

To apply for health benefits, find more information, research preventive services, or locate physicians and providers visit www.medicare.gov or contact the Prince William Area Agency on Aging’s VICAP Coordinator at 703-792-4156.",,"To apply for Medicaid in Virginia, individuals can apply online at dss.virginia.gov or contact their local Department of Social Services",38.7519552,-77.4748714
627,Verified,Virginia Health Insurance Counselling and Assistance Program (VICAP) -- Manassas Park Department of Social Services,Family,,,(703) 335-8880,"City Hall, 1 Park Center Court, Manassas Park, VA, 20111",https://www.pwcva.gov/department/area-agency-aging/medicaid,"The Prince William Area Agency on Aging offers assistance to Medicare beneficiaries of any age and their caregivers who need help understanding Medicare and working through other health insurance issues through the Virginia Health Insurance Counseling and Assistance Program (VICAP). In addition, the Prince William Area Agency on Aging can provide a speaker on Medicare topics to local groups and organizations at no charge.

Contact the Prince William Area Agency on Aging if you or a loved one needs assistance with any of the following:

Discovering eligibility requirements based on personal factors such as age, income, and disability status
Applying for health and drug plans and finding information
Understanding health insurance benefits and coverage based on individual plans
Resolving problems with Medicare
Comparing Medicare (Medigap) supplemental plans and Medicare Advantage Plans and applying for assistance to pay for these plans
Exploring prescription medication coverage through Medicare Part D plans
Reporting Medicare fraud and abuse
Exploring long-term care options
Assistance can be provided in person, by telephone or e-mail. For additional information or assistance with any of the resources on this page contact the Prince William Area Agency on Aging’s VICAP Coordinator at 703-792-4156.

LEARN MORE ABOUT MEDICARE

To apply for health benefits, find more information, research preventive services, or locate physicians and providers visit www.medicare.gov or contact the Prince William Area Agency on Aging’s VICAP Coordinator at 703-792-4156.",,"To apply for Medicaid in Virginia, individuals can apply online at dss.virginia.gov or contact their local Department of Social Services",38.7674138,-77.44106359999999
628,Verified,Virginia Health Insurance Counselling and Assistance Program (VICAP) -- Prince William County Department of Social Services,Family,,,(703) 792-7500,"7987 Ashton Ave., Suite 200, Manassas, VA 20109",https://www.pwcva.gov/department/area-agency-aging/medicaid,"The Prince William Area Agency on Aging offers assistance to Medicare beneficiaries of any age and their caregivers who need help understanding Medicare and working through other health insurance issues through the Virginia Health Insurance Counseling and Assistance Program (VICAP). In addition, the Prince William Area Agency on Aging can provide a speaker on Medicare topics to local groups and organizations at no charge.

Contact the Prince William Area Agency on Aging if you or a loved one needs assistance with any of the following:

Discovering eligibility requirements based on personal factors such as age, income, and disability status
Applying for health and drug plans and finding information
Understanding health insurance benefits and coverage based on individual plans
Resolving problems with Medicare
Comparing Medicare (Medigap) supplemental plans and Medicare Advantage Plans and applying for assistance to pay for these plans
Exploring prescription medication coverage through Medicare Part D plans
Reporting Medicare fraud and abuse
Exploring long-term care options
Assistance can be provided in person, by telephone or e-mail. For additional information or assistance with any of the resources on this page contact the Prince William Area Agency on Aging’s VICAP Coordinator at 703-792-4156.

LEARN MORE ABOUT MEDICARE

To apply for health benefits, find more information, research preventive services, or locate physicians and providers visit www.medicare.gov or contact the Prince William Area Agency on Aging’s VICAP Coordinator at 703-792-4156.",,"To apply for Medicaid in Virginia, individuals can apply online at dss.virginia.gov or contact their local Department of Social Services",38.7883026,-77.51921229999999
629,Verified,Virginia Health Insurance Counselling and Assistance Program (VICAP) -- Prince William County Department of Social Services,Family,,,(703) 792-7500,"15941 Donald Curtis Dr., Woodbridge, VA 22191",https://www.pwcva.gov/department/area-agency-aging/medicaid,"The Prince William Area Agency on Aging offers assistance to Medicare beneficiaries of any age and their caregivers who need help understanding Medicare and working through other health insurance issues through the Virginia Health Insurance Counseling and Assistance Program (VICAP). In addition, the Prince William Area Agency on Aging can provide a speaker on Medicare topics to local groups and organizations at no charge.

Contact the Prince William Area Agency on Aging if you or a loved one needs assistance with any of the following:

Discovering eligibility requirements based on personal factors such as age, income, and disability status
Applying for health and drug plans and finding information
Understanding health insurance benefits and coverage based on individual plans
Resolving problems with Medicare
Comparing Medicare (Medigap) supplemental plans and Medicare Advantage Plans and applying for assistance to pay for these plans
Exploring prescription medication coverage through Medicare Part D plans
Reporting Medicare fraud and abuse
Exploring long-term care options
Assistance can be provided in person, by telephone or e-mail. For additional information or assistance with any of the resources on this page contact the Prince William Area Agency on Aging’s VICAP Coordinator at 703-792-4156.

LEARN MORE ABOUT MEDICARE

To apply for health benefits, find more information, research preventive services, or locate physicians and providers visit www.medicare.gov or contact the Prince William Area Agency on Aging’s VICAP Coordinator at 703-792-4156.",,"To apply for Medicaid in Virginia, individuals can apply online at dss.virginia.gov or contact their local Department of Social Services",38.6081286,-77.2953813
630,,Virginia Judicial System Court Self-Help Website,Legal Services,,,,,selfhelp.vacourts.gov,,,,40.7035916,-104.7808024
631,,Virginia Korean SDA Church,Faith Based Services,info@vasda.org,,703-563-7465,"12351 Dumfries Rd, Manassas, VA 20112",http://vasda.org/web/,,,,38.6850053,-77.440545
632,,Virginia Lawyer Referral Service (VLRS),Legal Services,lawyerreferral@vsb.org,,800-552-7977/804-775-0808,,,,,,40.7035916,-104.7808024
633,,Virginia LGBTQ+ Advisory Board Resources,LGBTQ,,,,,lgbtq.virginia.gov/resources,,,,40.7035916,-104.7808024
634,,Virginia Mental Health Access Program (VMAP),Mental Health Substance Use,,,888-371-8627,"2924 Emerywood Pkwy, Richmond VA 23294",https://vmap.org/,Adult,,,37.61052919999999,-77.52201629999999
635,,Virginia Tech Cooperative Extension of Greater Prince William,Mental Health Substance Use,,,703-792-6289,"8033 Ashton Avenue, Suite 105, Manassas, Virginia 20109",https://prince-william.ext.vt.edu/programs.html,Adult,,,38.7885886,-77.5197251
636,,Virginia Values Veterans,Veteran Services,,,(804) 786-0286,"101 N. 14th Street, Richmond, VA 23219",https://www.dvs.virginia.gov/employment-transition/virginia-values-veterans-v3-program,"Aids veterans who are job seekers to identify, apply and start their next job.",,,37.5365163,-77.4301232
637,,Virginia Veteran and Family Support,Veteran Services,,,(804) 786-0286,,,,,,40.7035916,-104.7808024
638,,Volunteer Prince William,Volunteer Services,,,703-369-5292,"9248 Center Street Manassas, VA 20110",http://www.volunteerprincewilliam.org/,,,,38.7510368,-77.4756831
639,,Volunteers of America Chesapeake ,Veteran Services,,,(703) 341-5077,,,Supportive Services for Veteran Families ,Mon-Fri 9:00 AM - 5:00 PM,,40.7035916,-104.7808024
640,,Westover Baptist Church Sbc,Faith Based Services,,,(703) 368-0826,"10301 Sudley Manor Dr, Manassas, VA 20109",https://www.facebook.com/pages/Westover-Baptist-Church-SBC/120557651289256,,,,38.7888563,-77.5045901
641,Verified,Westridge Swim & Racquet Club,Community and Recreation Centers,,,703-590-1600,"12764 Quarterhorse Ln, Woodbridge, VA 22192",http://www.westridgeva.org/default.php,"Westridge Swim and Racquet Club is a large association, which has come into its own as a premier community in Prince William County. More than 30 years after its inception, Westridge continues to be a vibrant community where people move from neighborhood to neighborhood within the community as their family needs change. Westridge is a desirable community, one that many people participate in through our swim team activities and volunteer opportunities. Westridge has been recognized three times by the Community Associations Institute Washington Metropolitan Chapter (WMCCAI) as the best community of its kind in Northern Virginia.",,,38.6807572,-77.333568
642,Verified,"Women, Infnats, and Childeren (WIC) -- Manassas Office",Family,PWHDWIC@vdh.virginia.gov ,,(703) 792-7319,"9430 Forestwood Lane, Suite 201, Manassas, VA 20110",https://www.vdh.virginia.gov/prince-william/wic/,"WIC provides federal grants to states for supplemental food, health care referrals and nutrition education for low-income pregnant, breastfeeding and non-breastfeeding postpartum women; and to infants and children up to age five who are found to be at nutritional risk. WIC is effective in improving the health of pregnant women, new mothers and their infants. Studies have shown that each WIC dollar spent on prenatal care can save up to $3 in Medicaid costs for mothers and infants in the first 60 days after birth.","Mon., Wed. - Fri. from 8:00 a.m. - 4:30 p.m.

Alternate hours on Tuesdays from 9:30 a.m. – 6:00 p.m.","You are eligible to apply to Virginia WIC if you...

Are pregnant, breastfeeding, just had a baby or are a mother, father, grandparent, foster parent, or other legal guardian of a child under the age of 5.
Live in Virginia.
Have a nutritional need (this is determined at your local WIC clinic).
Meet income guidelines based on family size and family gross earnings.
A person who participates in certain other benefit programs such as Medicaid or Food Stamp Programs, automatically meets the income eligibility requirement.
If you meet  the income guidelines fill out the WIC Employer Verification Form in English and Spanish",38.7666167,-77.4781699
643,Verified,"Women, Infnats, and Childeren (WIC) -- Woodbridge Office",Family,PWHDWIC@vdh.virginia.gov ,,703-792-7319,"4001 Prince William Parkway, Suite 204, Woodbridge, VA 22192",https://www.vdh.virginia.gov/prince-william/wic/,"WIC provides federal grants to states for supplemental food, health care referrals and nutrition education for low-income pregnant, breastfeeding and non-breastfeeding postpartum women; and to infants and children up to age five who are found to be at nutritional risk. WIC is effective in improving the health of pregnant women, new mothers and their infants. Studies have shown that each WIC dollar spent on prenatal care can save up to $3 in Medicaid costs for mothers and infants in the first 60 days after birth.","Mon. - Wed., and Fri. from 8:00 a.m. - 4:30 p.m.

Alternate hours on Thursdays from 9:30 a.m. – 6:00 p.m.","You are eligible to apply to Virginia WIC if you...

Are pregnant, breastfeeding, just had a baby or are a mother, father, grandparent, foster parent, or other legal guardian of a child under the age of 5.
Live in Virginia.
Have a nutritional need (this is determined at your local WIC clinic).
Meet income guidelines based on family size and family gross earnings.
A person who participates in certain other benefit programs such as Medicaid or Food Stamp Programs, automatically meets the income eligibility requirement.
If you meet  the income guidelines fill out the WIC Employer Verification Form in English and Spanish",38.6651211,-77.3314055
644,,Woodbine Church,Faith Based Services,woodbinechurch@comcast.net,,(571) 399-7159 ,"12914 Canova Dr, Manassas, VA 20112",http://www.thewoodbinechurch.com/,,,,38.6732977,-77.4416911
